nominative,inessive,type
lippue,lippueessa,48
lippunen,lippusessa,38
lipsahtelu,lipsahtelussa,2
lipuke,lipukkeessa,48
lirkuttelu,lirkuttelussa,2
listake,listakkeessa,48
lisuke,lisukkeessa,48
lisäke,lisäkkeessä,48
litografinen,litografisessa,38
liturginen,liturgisessa,38
lituskainen,lituskaisessa,38
liukas,liukkaassa,41
liukaste,liukasteessa,48
liukoinen,liukoisessa,38
liuote,liuotteessa,48
liuskainen,liuskaisessa,38
liuske,liuskeessa,48
liuskeinen,liuskeisessä,38
live,lipeessä,48
livertely,livertelyssä,2
logaritminen,logaritmisessa,38
lohduke,lohdukkeessa,48
lohdullinen,lohdullisessa,38
lohkaisu,lohkaisussa,2
lohkare,lohkareessa,48
lohkareinen,lohkareisessa,38
lohkoinen,lohkoisessa,38
loikoilu,loikoilussa,2
loinen,loisessa,38
loiske,loiskeessa,48
loiste,loisteessa,48
loistelias,loisteliaassa,41
loistokas,loistokkaassa,41
lojaalinen,lojaalisessa,38
lokaalinen,lokaalisessa,38
lokainen,lokaisessa,38
lokero,lokerossa,2
lokse,lokseessa,48
lomailu,lomailussa,2
lomake,lomakkeessa,48
lomalainen,lomalaisessa,38
lomittainen,lomittaisessa,38
lommoinen,lommoisessa,38
lonkero,lonkerossa,2
lonkero,lonkerossa,2
lonkeroinen,lonkeroisessa,38
looginen,loogisessa,38
lopettajaiset,—,38
loppiainen,loppiaisessa,38
-loppuinen,-loppuisessa,38
lopuke,lopukkeessa,48
lopullinen,lopullisessa,38
lorvailu,lorvailussa,2
loskainen,loskaisessa,38
louhe,louheessa,48
louhikkoinen,louhikkoisessa,38
louhimo,louhimossa,2
lounainen,lounaisessa,38
lounas,lounaassa,41
louske,louskeessa,48
lovellinen,lovellisessa,38
lovinen,lovisessa,38
lude,luteessa,48
luettelo,luettelossa,2
luikero,luikerossa,2
luinen,luisessa,38
luistelu,luistelussa,2
lujike,lujikkeessa,48
lujite,lujitteessa,48
lukeminen,lukemisessa,38
lukiolainen,lukiolaisessa,38
lukollinen,lukollisessa,38
lukuinen,lukuisessa,38
lukuset,—,38
lume,lumeessa,48
luminen,lumisessa,38
lumme,lumpeessa,48
lunnaat,–,41
luode,luoteessa,48
luode,luoteessa,48
luokallinen,luokallisessa,38
luokittelu,luokittelussa,2
-luokkalainen,-luokkalaisessa,38
luolasto,luolastossa,2
luonne,luonteessa,48
luonnehäiriöinen,luonnehäiriöisessä,38
luonnikas,luonnikkaassa,41
luonnollinen,luonnollisessa,38
luonnontilainen,luonnontilaisessa,38
luonnostelu,luonnostelussa,2
luontainen,luontaisessa,38
luonteikas,luonteikkaassa,41
luonteinen,luonteisessa,38
luontoinen,luontoisessa,38
luoteinen,luoteisessa,38
luotoinen,luotoisessa,38
luotollinen,luotollisessa,38
luottamuksellinen,luottamuksellisessa,38
luottavainen,luottavaisessa,38
luottelu,luottelussa,2
lupsakas,lupsakkaassa,41
lurjusmainen,lurjusmaisessa,38
lusikallinen,lusikallisessa,38
luste,lusteessa,48
luterilainen,luterilaisessa,38
lutunen,lutusessa,38
luulottelu,luulottelussa,2
luvallinen,luvallisessa,38
lyhde,lyhteessä,48
lyhenne,lyhenteessä,48
lyhkäinen,lyhkäisessä,38
lyhykäinen,lyhykäisessä,38
lyijyke,lyijykkeessä,48
lyllerö,lyllerössä,2
lymfaattinen,lymfaattisessa,38
lystikäs,lystikkäässä,41
lyydiläinen,lyydiläisessä,38
lyyrinen,lyyrisessä,38
lähde,lähteessä,48
läheinen,läheisessä,38
lähekkäinen,lähekkäisessä,38
lähentely,lähentelyssä,2
lähete,lähetteessä,48
lähettiläs,lähettiläässä,41
lähettämö,lähettämössä,2
lähimmäinen,lähimmäisessä,38
lähiöasuminen,lähiöasumisessa,38
lähtiäiset,—,38
lähtökiire,lähtökiireessä,48
läike,läikkeessä,48
läikikäs,läikikkäässä,41
läikkäinen,läikkäisessä,38
läimäisy,läimäisyssä,2
läiske,läiskeessä,48
läiskikäs,läiskikkäässä,41
läiskähtely,läiskähtelyssä,2
läiskäinen,läiskäisessä,38
läksiäiset,–,38
lämmike,lämmikkeessä,48
lämmittely,lämmittelyssä,2
lämpimäinen,lämpimäisessä,38
lämpäre,lämpäreessä,48
lämpöinen,lämpöisessä,38
lämpölaajeneminen,lämpölaajenemisessa,38
läntinen,läntisessä,38
läpikotainen,läpikotaisessa,38
läpse,läpseessä,48
läpäisy,läpäisyssä,2
läpällinen,läpällisessä,38
läskinen,läskisessä,38
lättiläinen,lättiläisessä,38
lättänä,lättänässä,11
lätäkköinen,lätäkköisessä,38
läviste,lävisteessä,48
lääke,lääkkeessä,48
lääkinnällinen,lääkinnällisessä,38
lääkkeellinen,lääkkeellisessä,38
lääte,läätteessä,48
löhöily,löhöilyssä,2
löperö,löperössä,2
lörpöttely,lörpöttelyssä,2
maaginen,maagisessa,38
maahanpaniaiset,–,38
maahantunkeutuminen,maahantunkeutumisessa,38
maahikas,maahikkaassa,41
maahinen,maahisessa,38
maailmallinen,maailmallisessa,38
maailmankatsomuksellinen,maailmankatsomuksellisessa,38
maalaamo,maalaamossa,2
maalailu,maalailussa,2
maalainen,maalaisessa,38
maalaismainen,maalaismaisessa,38
maalauksellinen,maalauksellisessa,38
maalinen,maalisessa,38
maaliskuinen,maaliskuisessa,38
maallinen,maallisessa,38
maanantainen,maanantaisessa,38
maaninen,maanisessa,38
maanittelu,maanittelussa,2
maankohoaminen,maankohoamisessa,38
maarakennuskangas,maarakennuskankaassa,41
maaseutumainen,maaseutumaisessa,38
maatiainen,maatiaisessa,38
maatiaismainen,maatiaismaisessa,38
machiavellilainen,machiavellilaisessa,38
machiavellistinen,machiavellistisessa,38
machoilu,machoilussa,2
made,mateessa,48
madonnamainen,madonnamaisessa,38
maestro,maestrossa,2
magmaattinen,magmaattisessa,38
magneettinen,magneettisessa,38
-mahainen,-mahaisessa,38
mahakas,mahakkaassa,41
mahatma,mahatmassa,11
mahdikas,mahdikkaassa,41
mahdollinen,mahdollisessa,38
mahlainen,mahlaisessa,38
mahonkinen,mahonkisessa,38
mahtailu,mahtailussa,2
mahtipontinen,mahtipontisessa,38
mailanen,mailasessa,38
maine,maineessa,48
mainehikas,mainehikkaassa,41
maineikas,maineikkaassa,41
mainen,maisessa,38
mainitunlainen,mainitunlaisessa,38
mainonnallinen,mainonnallisessa,38
mairittelu,mairittelussa,2
maisemallinen,maisemallisessa,38
maiskuttelu,maiskuttelussa,2
maistajaiset,—,38
maitiainen,maitiaisessa,38
maitoinen,maitoisessa,38
maitomainen,maitomaisessa,38
majailu,majailussa,2
majesteetillinen,majesteetillisessa,38
majesteettinen,majesteettisessa,38
makeilu,makeilussa,2
makeinen,makeisessa,38
makeute,makeutteessa,48
makkaramainen,makkaramaisessa,38
makoilu,makoilussa,2
makoinen,makoisessa,38
makrobioottinen,makrobioottisessa,38
makroskooppinen,makroskooppisessa,38
maksimaalinen,maksimaalisessa,38
maksullinen,maksullisessa,38
makuinen,makuisessa,38
malaijilainen,malaijilaisessa,38
maljakas,maljakkaassa,41
maljamainen,maljamaisessa,38
mallas,maltaassa,41
mallastamo,mallastamossa,2
mallikas,mallikkaassa,41
malline,mallineessa,48
mallinen,mallisessa,38
mallisto,mallistossa,2
malluainen,malluaisessa,38
malmikas,malmikkaassa,41
maltillinen,maltillisessa,38
maltoinen,maltoisessa,38
mamero,mamerossa,2
mammona,mammonassa,11
mammuttimainen,mammuttimaisessa,38
manailu,manailussa,2
maneerimainen,maneerimaisessa,38
manifestinen,manifestisessa,38
mannermaalainen,mannermaalaisessa,38
mannermainen,mannermaisessa,38
mantereinen,mantereisessa,38
manuaalinen,manuaalisessa,38
maolainen,maolaisessa,38
mapillinen,mapillisessa,38
marginaalinen,marginaalisessa,38
marihuana,marihuanassa,11
marjainen,marjaisessa,38
markiisikangas,markiisikankaassa,41
marksilainen,marksilaisessa,38
marksilais-leniniläinen,marksilais-leniniläisessä,38
marmorinen,marmorisessa,38
marras,martaassa,41
marsilainen,marsilaisessa,38
maruna,marunassa,11
marxilainen,marxilaisessa,38
marxilais-leniniläinen,marxilais-leniniläisessä,38
maskuliininen,maskuliinisessa,38
masmalo,masmalossa,2
masokistinen,masokistisessa,38
massainen,massaisessa,38
massiivinen,massiivisessa,38
massoittelu,massoittelussa,2
matelu,matelussa,2
matemaattinen,matemaattisessa,38
materiaalinen,materiaalisessa,38
materialistinen,materialistisessa,38
matkailu,matkailussa,2
matkailullinen,matkailullisessa,38
matkalainen,matkalaisessa,38
matkue,matkueessa,48
matkustamo,matkustamossa,2
matkustelu,matkustelussa,2
matoinen,matoisessa,38
matonen,matosessa,38
matriarkaalinen,matriarkaalisessa,38
maukas,maukkaassa,41
mauriainen,mauriaisessa,38
maurilainen,maurilaisessa,38
mauste,mausteessa,48
mausteinen,mausteisessa,38
medisiininen,medisiinisessä,38
mefistomainen,mefistomaisessa,38
mehiläinen,mehiläisessä,38
mehuinen,mehuisessa,38
mehukas,mehukkaassa,41
mehuste,mehusteessa,48
meikäläinen,meikäläisessä,38
mekaaninen,mekaanisessa,38
mekanistinen,mekanistisessa,38
mekatroninen,mekatronisessa,38
meksikolainen,meksikolaisessa,38
melankolinen,melankolisessa,38
melkoinen,melkoisessa,38
melodinen,melodisessa,38
melske,melskeessä,48
melskeinen,melskeisessä,38
meluinen,meluisessa,38
mendelistinen,mendelistisessä,38
menestyksekäs,menestyksekkäässä,41
menestyksellinen,menestyksellisessä,38
menetelmällinen,menetelmällisessä,38
menettely,menettelyssä,2
menninkäinen,menninkäisessä,38
mentaalinen,mentaalisessa,38
merellinen,merellisessä,38
meriläinen,meriläisessä,38
meritokraattinen,meritokraattisessa,38
merkantiilinen,merkantiilisessa,38
merkantilistinen,merkantilistisessa,38
merkillinen,merkillisessä,38
merkityksekäs,merkityksekkäässä,41
merkityksellinen,merkityksellisessä,38
merkkinen,merkkisessä,38
mesiäinen,mesiäisessä,38
mesotsooinen,mesotsooisessa,38
messiaaninen,messiaanisessa,38
messias,messiaassa,41
messinkinen,messinkisessä,38
mestarillinen,mestarillisessa,38
metabolinen,metabolisessa,38
metaforinen,metaforisessa,38
metallikangas,metallikankaassa,41
metallimainen,metallimaisessa,38
metallinen,metallisessa,38
metallurginen,metallurgisessa,38
metastaattinen,metastaattisessa,38
meteorologinen,meteorologisessa,38
metinen,metisessä,38
metkuilu,metkuilussa,2
metodinen,metodisessa,38
metodistinen,metodistisessa,38
metodologinen,metodologisessa,38
metrinen,metrisessä,38
metrologinen,metrologisessa,38
metsäinen,metsäisessä,38
metsäläinen,metsäläisessä,38
metsälö,metsälössä,2
mettinen,mettisessä,38
miehekäs,miehekkäässä,41
miehinen,miehisessä,38
miehistö,miehistössä,2
miehuullinen,miehuullisessa,38
miekkailu,miekkailussa,2
miekkonen,miekkosessa,38
mieleinen,mieleisessä,38
mielekäs,mielekkäässä,41
mielenkiintoinen,mielenkiintoisessa,38
mielenosoituksellinen,mielenosoituksellisessa,38
mielikuvituksekas,mielikuvituksekkaassa,41
mielikuvituksellinen,mielikuvituksellisessa,38
-mielinen,-mielisessä,38
mielipide,mielipiteessä,48
mielistely,mielistelyssä,2
mielle,mielteessä,48
mieluinen,mieluisessa,38
mierolainen,mierolaisessa,38
miesmäinen,miesmäisessä,38
miete,mietteessä,48
mietiskely,mietiskelyssä,2
-mietteinen,-mietteisessa,38
mietteliäs,mietteliäässä,41
miettiväinen,miettiväisessä,38
miiminen,miimisessä,38
miinoite,miinoitteessa,48
mikrokuitukangas,mikrokuitukankaassa,41
mikroskooppinen,mikroskooppisessa,38
militaarinen,militaarisessa,38
militaristinen,militaristisessa,38
militäärinen,militäärisessä,38
miljoonainen,miljoonaisessa,38
millainen,millaisessa,38
millinen,millisessä,38
mimmoinen,mimmoisessa,38
mimoosa,mimoosassa,11
mimoosamainen,mimoosamaisessa,38
mineraalinen,mineraalisessa,38
mineraloginen,mineralogisessa,38
minimaalinen,minimaalisessa,38
minimalistinen,minimalistisessa,38
minkinlainen,minkinlaisessa,38
minkälainen,minkälaisessa,38
minkäänlainen,minkäänlaisessa,38
minunlaiseni,minunlaisessani,38
misogyyninen,misogyynisessa,38
mitallinen,mitallisessa,38
mitoottinen,mitoottisessa,38
mittailu,mittailussa,2
mittainen,mittaisessa,38
mittely,mittelyssä,2
mittelö,mittelössä,2
modaalinen,modaalisessa,38
modernistinen,modernistisessa,38
modulaarinen,modulaarisessa,38
moike,moikkeessa,48
moinen,moisessa,38
moite,moitteessa,48
moitiskelu,moitiskelussa,2
mokkainen,mokkaisessa,38
mokkakangas,mokkakankaassa,41
molaarinen,molaarisessa,38
molekulaarinen,molekulaarisessa,38
molekylaarinen,molekylaarisessa,38
molske,molskeessa,48
momentaaninen,momentaanisessa,38
monarkistinen,monarkistisessa,38
monarkkinen,monarkkisessa,38
monenlainen,monenlaisessa,38
monenmoinen,monenmoisessa,38
monetaarinen,monetaarisessa,38
monetaristinen,monetaristisessa,38
mongolidinen,mongolidisessa,38
mongolilainen,mongolilaisessa,38
monias,moniaassa,41
monikollinen,monikollisessa,38
moninainen,moninaisessa,38
monistamo,monistamossa,2
moniste,monisteessa,48
monistinen,monistisessa,38
monitieteinen,monitieteisessä,38
monituinen,monituisessa,38
monofoninen,monofonisessa,38
monogaaminen,monogaamisessa,38
monogyyninen,monogyynisessä,38
monoliittinen,monoliittisessa,38
monopolistinen,monopolistisessa,38
monoteistinen,monoteistisessä,38
monotoninen,monotonisessa,38
monumentaalinen,monumentaalisessa,38
moottorillinen,moottorillisessa,38
moraalinen,moraalisessa,38
moralistinen,moralistisessa,38
mordvalainen,mordvalaisessa,38
morfologinen,morfologisessa,38
moskainen,moskaisessa,38
motorinen,motorisessa,38
moukkamainen,moukkamaisessa,38
muhamettilainen,muhamettilaisessa,38
muhkurainen,muhkuraisessa,38
muinainen,muinaisessa,38
muinoinen,muinoisessa,38
muistelo,muistelossa,2
muistelu,muistelussa,2
mukailu,mukailussa,2
mukainen,mukaisessa,38
mukautuvainen,mukautuvaisessa,38
mukillinen,mukillisessa,38
multainen,multaisessa,38
multilateraalinen,multilateraalisessa,38
munakas,munakkaassa,41
munuainen,munuaisessa,38
munuaiskeränen,munuaiskeräsessä,38
munuaismainen,munuaismaisessa,38
muodikas,muodikkaassa,41
muodokas,muodokkaassa,41
muodollinen,muodollisessa,38
muodoste,muodosteessa,48
muodostelu,muodostelussa,2
muotoilu,muotoilussa,2
muotoinen,muotoisessa,38
muovailu,muovailussa,2
muovinen,muovisessa,38
murahtelu,murahtelussa,2
mureke,murekkeessa,48
murena,murenassa,11
murhe,murheessa,48
murheellinen,murheellisessa,38
murheinen,murheisessa,38
murre,murteessa,48
murroste,murrosteessa,48
murskaamo,murskaamossa,2
murske,murskeessa,48
murteellinen,murteellisessa,38
muruinen,muruisessa,38
murunen,murusessa,38
museaalinen,museaalisessa,38
musiikillinen,musiikillisessa,38
musikaalinen,musikaalisessa,38
mustalainen,mustalaisessa,38
mustasukkainen,mustasukkaisessa,38
muste,musteessa,48
mustikkainen,mustikkaisessa,38
mustuainen,mustuaisessa,38
mutageeninen,mutageenisessa,38
mutainen,mutaisessa,38
mutkainen,mutkaisessa,38
mutkallinen,mutkallisessa,38
mutkikas,mutkikkaassa,41
mutustelu,mutustelussa,2
muukalainen,muukalaisessa,38
muunlainen,muunlaisessa,38
muuntamo,muuntamossa,2
muuntelu,muuntelussa,2
muurahainen,muurahaisessa,38
muuttuvainen,muuttuvaisessa,38
myhäily,myhäilyssä,2
mykerö,mykerössä,2
myrkyllinen,myrkyllisessä,38
myrskyinen,myrskyisessä,38
mystinen,mystisessä,38
mytologinen,mytologisessa,38
myyjäiset,–,38
myytillinen,myytillisessä,38
myytistö,myytistössä,2
myyttinen,myyttisessä,38
myöhäinen,myöhäisessä,38
myöhäisglasiaalinen,myöhäisglasiaalisessa,38
myönteinen,myönteisessä,38
myöntyväinen,myöntyväisessä,38
myötäily,myötäilyssä,2
myötäinen,myötäisessä,38
myötäjäiset,–,38
myötäle,myötäleessä,48
myötäsukainen,myötäsukaisessa,38
mädännäinen,mädännäisessä,38
mädättämö,mädättämössä,2
mäike,mäikkeessä,48
mäiske,mäiskeessä,48
mäkinen,mäkisessä,38
mäkitupalainen,mäkitupalaisessa,38
mäkärä,mäkärässä,11
mäkäräinen,mäkäräisessä,38
männistö,männistössä,2
mäntyinen,mäntyisessä,38
mäntykangas,mäntykankaassa,41
märkile,märkileessä,48
märkäinen,märkäisessä,38
mässäily,mässäilyssä,2
mättäinen,mättäisessä,38
mätäinen,mätäisessä,38
mätäs,mättäässä,41
määre,määreessä,48
määrite,määritteessä,48
määrittely,määrittelyssä,2
määräily,määräilyssä,2
määräinen,määräisessä,38
määrällinen,määrällisessä,38
möhkäle,möhkäleessä,48
mökkeily,mökkeilyssä,2
mökkiläinen,mökkiläisessä,38
mönkiäinen,mönkiäisessä,38
möykkyinen,möykkyisessä,38
naamiaiset,–,38
naaras,naaraassa,41
naarmuinen,naarmuisessa,38
naavainen,naavaisessa,38
nahikas,nahikkaassa,41
nahistelu,nahistelussa,2
nahkainen,nahkaisessa,38
nahkiainen,nahkiaisessa,38
naikkonen,naikkosessa,38
nailoninen,nailonisessa,38
nailonkangas,nailonkankaassa,41
nainen,naisessa,38
naisellinen,naisellisessa,38
naismainen,naismaisessa,38
naivistinen,naivistisessa,38
nakkelu,nakkelussa,2
naljailu,naljailussa,2
namunen,namusessa,38
-napainen,-napaisessa,38
napero,naperossa,2
napillinen,napillisessa,38
napostelu,napostelussa,2
narkoottinen,narkoottisessa,38
narrimainen,narrimaisessa,38
narsistinen,narsistisessa,38
narske,narskeessa,48
nasaretilainen,nasaretilaisessa,38
nationalistinen,nationalistisessa,38
natsilainen,natsilaisessa,38
naturalistinen,naturalistisessa,38
naudikas,naudikkaassa,41
nauhoite,nauhoitteessa,48
naukaisu,naukaisussa,2
naukkailu,naukkailussa,2
naureskelu,naureskelussa,2
nauris,nauriissa,41
naurunalainen,naurunalaisessa,38
nautamainen,nautamaisessa,38
nautinnokas,nautinnokkaassa,41
nautinnollinen,nautinnollisessa,38
nautiskelu,nautiskelussa,2
navaho,navahossa,2
navajo,navajossa,2
negatiivinen,negatiivisessa,38
negridinen,negridisessä,38
neitokainen,neitokaisessa,38
neitonen,neitosessa,38
neitseellinen,neitseellisessä,38
nekroottinen,nekroottisessa,38
nelikanavainen,nelikanavaisessa,38
nelilappeinen,nelilappeisessa,38
nelilö,nelilössä,2
neliskanttinen,neliskanttisessa,38
neljäkäs,neljäkkäässä,41
nelonen,nelosessa,38
-nenäinen,-nenäisessä,38
nenäkäs,nenäkkäässä,41
neoliittinen,neoliittisessa,38
nerokas,nerokkaassa,41
neste,nesteessä,48
nesteinen,nesteisessä,38
nestemäinen,nestemäisessä,38
neulanen,neulasessa,38
neulasto,neulastossa,2
neule,neuleessa,48
neulekangas,neulekankaassa,41
neuralginen,neuralgisessa,38
neurasteeninen,neurasteenisessa,38
neurologinen,neurologisessa,38
neuroottinen,neuroottisessa,38
neutriino,neutriinossa,2
neuvokas,neuvokkaassa,41
neuvosto,neuvostossa,2
neuvottelu,neuvottelussa,2
nide,niteessä,48
nielaisu,nielaisussa,2
niemeke,niemekkeessä,48
nihilistinen,nihilistisessä,38
nikkelinen,nikkelisessä,38
nikottelu,nikottelussa,2
niljainen,niljaisessa,38
niljakas,niljakkaassa,41
nilviäinen,nilviäisessä,38
nimeke,nimekkeessä,48
nimekäs,nimekkäässä,41
nimellinen,nimellisessä,38
nimike,nimikkeessä,48
niminen,nimisessä,38
nimistö,nimistössä,2
nimittely,nimittelyssä,2
nimiäiset,–,38
nipistely,nipistelyssä,2
nirskuttelu,nirskuttelussa,2
-niskainen,-niskaisessa,38
niskoittelu,niskoittelussa,2
nisäkäs,nisäkkäässä,41
nivelikäs,nivelikkäässä,41
nivelkärsäinen,nivelkärsäisessä,38
nivuset,—,38
nokallinen,nokallisessa,38
nokare,nokareessa,48
nokinen,nokisessa,38
nokkonen,nokkosessa,38
nokoset,–,38
nonfiguratiivinen,nonfiguratiivisessa,38
-nopeuksinen,-nopeuksisessa,38
norjalainen,norjalaisessa,38
norkoilu,norkoilussa,2
normatiivinen,normatiivisessa,38
normisto,normistossa,2
nostalginen,nostalgisessa,38
noste,nosteessa,48
nostelu,nostelussa,2
nousukas,nousukkaassa,41
nousukasmainen,nousukasmaisessa,38
novellistinen,novellistisessa,38
nuhainen,nuhaisessa,38
nuhde,nuhteessa,48
nuhruinen,nuhruisessa,38
nuhtelu,nuhtelussa,2
nuijakas,nuijakkaassa,41
nukallinen,nukallisessa,38
nukkainen,nukkaisessa,38
nukkakangas,nukkakankaassa,41
nukkemainen,nukkemaisessa,38
nukute,nukutteessa,48
nulikkamainen,nulikkamaisessa,38
numeerinen,numeerisessa,38
numero,numerossa,2
numeroinen,numeroisessa,38
numerollinen,numerollisessa,38
numismaattinen,numismaattisessa,38
nuolaisu,nuolaisussa,2
nuoleskelu,nuoleskelussa,2
nuoliainen,nuoliaisessa,38
nuolimainen,nuolimaisessa,38
nuorekas,nuorekkaassa,41
nuorimmainen,nuorimmaisessa,38
nuoriso,nuorisossa,2
nuorukainen,nuorukaisessa,38
nuoskainen,nuoskaisessa,38
nuotillinen,nuotillisessa,38
nuotisto,nuotistossa,2
nuppuinen,nuppuisessa,38
nurinkurinen,nurinkurisessa,38
nurinpäinen,nurinpäisessä,38
nurkkakuntainen,nurkkakuntaisessa,38
nurmikkoinen,nurmikkoisessa,38
nurminen,nurmisessa,38
nutukas,nutukkaassa,41
nuukailu,nuukailussa,2
nyhtäisy,nyhtäisyssä,2
nyhverö,nyhverössä,2
nykerö,nykerössä,2
nykyinen,nykyisessä,38
nykäisy,nykäisyssä,2
nykäyksittäinen,nykäyksittäisessä,38
nymfomaaninen,nymfomaanisessa,38
nynnerö,nynnerössä,2
nynnyily,nynnyilyssä,2
nyppyinen,nyppyisessä,38
nyrkkeily,nyrkkeilyssä,2
nystermäinen,nystermäisessä,38
nystyräinen,nystyräisessä,38
nyyhke,nyyhkeessä,48
nyyhkäisy,nyyhkäisyssä,2
näennäinen,näennäisessä,38
näkemyksellinen,näkemyksellisessä,38
näköinen,näköisessä,38
nälkäinen,nälkäisessä,38
nälväisy,nälväisyssä,2
näpertely,näpertelyssä,2
näpistely,näpistelyssä,2
näppyinen,näppyisessä,38
näppyläinen,näppyläisessä,38
näppäily,näppäilyssä,2
näre,näreessä,48
näyte,näytteessä,48
näytelmällinen,näytelmällisessä,38
näyttely,näyttelyssä,2
näyttämö,näyttämössä,2
näyttämöllinen,näyttämöllisessä,38
-näyttöinen,-näyttöisessä,38
nöyhtäinen,nöyhtäisessä,38
nöyristely,nöyristelyssä,2
oas,okaassa,41
objektiivinen,objektiivisessa,38
obligatorinen,obligatorisessa,38
odontologinen,odontologisessa,38
offensiivinen,offensiivisessa,38
ohdake,ohdakkeessa,48
ohdakkeinen,ohdakkeisessa,38
oheinen,oheisessa,38
ohenne,ohenteessa,48
ohenteinen,ohenteisessa,38
ohimo,ohimossa,2
-ohimoinen,-ohimoisessa,38
ohittelu,ohittelussa,2
ohjaamo,ohjaamossa,2
ohjailu,ohjailussa,2
-ohjauksinen,-ohjauksisessa,38
ohje,ohjeessa,48
ohjeellinen,ohjeellisessa,38
ohjeisto,ohjeistossa,2
ohjelmallinen,ohjelmallisessa,38
ohkainen,ohkaisessa,38
ohrainen,ohraisessa,38
ohrana,ohranassa,11
ohuinen,ohuisessa,38
ohukainen,ohukaisessa,38
ohukas,ohukkaassa,41
oidipaalinen,oidipaalisessa,38
oikaisu,oikaisussa,2
oikeanlainen,oikeanlaisessa,38
oikeellinen,oikeellisessa,38
oikeistolainen,oikeistolaisessa,38
oikeudellinen,oikeudellisessa,38
oikkuilu,oikkuilussa,2
oikoinen,oikoisessa,38
oikukas,oikukkaassa,41
oikullinen,oikullisessa,38
oikuttelu,oikuttelussa,2
oinas,oinaassa,41
oire,oireessa,48
oireellinen,oireellisessa,38
oireilu,oireilussa,2
oireinen,oireisessa,38
oireisto,oireistossa,2
oivallinen,oivallisessa,38
ojasto,ojastossa,2
ojuke,ojukkeessa,48
okainen,okaisessa,38
okkulttinen,okkulttisessa,38
oksainen,oksaisessa,38
oksakas,oksakkaassa,41
oksasto,oksastossa,2
oksentelu,oksentelussa,2
oksete,oksetteessa,48
oksisto,oksistossa,2
-oktaaninen,-oktaanisessa,38
olake,olakkeessa,48
olas,olaksessa,41
oleellinen,oleellisessa,38
oleilu,oleilussa,2
olennainen,olennaisessa,38
oleskelu,oleskelussa,2
olevainen,olevaisessa,38
oligarkkinen,oligarkkisessa,38
olkaimellinen,olkaimellisessa,38
-olkaiminen,-olkaimisessa,38
olkinen,olkisessa,38
oloinen,oloisessa,38
olympialaiset,–,38
olympolainen,olympolaisessa,38
omaharkintainen,omaharkintaisessa,38
omahyväinen,omahyväisessä,38
omainen,omaisessa,38
omanlainen,omanlaisessa,38
omavaloinen,omavaloisessa,38
omena,omenassa,11
ominainen,ominaisessa,38
omintakeinen,omintakeisessa,38
omiste,omisteessa,48
omistusliitteellinen,omistusliitteellisessä,38
omistusliitteinen,omistusliitteisessä,38
omituinen,omituisessa,38
ommelkangas,ommelkankaassa,41
-ompeleinen,-ompeleisessa,38
ompelimo,ompelimossa,2
ompelu,ompelussa,2
ongelmainen,ongelmaisessa,38
ongelmallinen,ongelmallisessa,38
onkalo,onkalossa,2
onkogeeninen,onkogeenisessä,38
onnahtelu,onnahtelussa,2
onnekas,onnekkaassa,41
onnellinen,onnellisessa,38
onnenkantamoinen,onnenkantamoisessa,38
-onninen,-onnisessa,38
onnittelu,onnittelussa,2
onomatopoeettinen,onomatopoeettisessa,38
onomatopoieettinen,onomatopoieettisessa,38
ontelo,ontelossa,2
onteloinen,onteloisessa,38
ontelokangas,ontelokankaassa,41
opas,oppaassa,41
opaste,opasteessa,48
operatiivinen,operatiivisessa,38
operationaalinen,operationaalisessa,38
-opettajainen,-opettajaisessa,38
opettavainen,opettavaisessa,38
opettelu,opettelussa,2
opetuksellinen,opetuksellisessa,38
opillinen,opillisessa,38
opiskelu,opiskelussa,2
opisto,opistossa,2
opistolainen,opistolaisessa,38
oppilas,oppilaassa,41
-oppinen,-oppisessa,38
oppivainen,oppivaisessa,38
opportunistinen,opportunistisessa,38
optimaalinen,optimaalisessa,38
optimistinen,optimistisessa,38
optinen,optisessa,38
oraakkelimainen,oraakkelimaisessa,38
oraalinen,oraalisessa,38
orakas,orakkaassa,41
oranssinen,oranssisessa,38
oras,oraassa,41
ordoviikkinen,ordoviikkisessä,38
orgaaninen,orgaanisessa,38
organisatorinen,organisatorisessa,38
organogeeninen,organogeenisessa,38
orgastinen,orgastisessa,38
ori,oriissa,48
orientaalinen,orientaalisessa,38
originaalinen,originaalisessa,38
origo,origossa,2
orjailu,orjailussa,2
orjallinen,orjallisessa,38
orjamainen,orjamaisessa,38
ornamentaalinen,ornamentaalisessa,38
ornitologinen,ornitologisessa,38
orpana,orpanassa,11
ortodoksinen,ortodoksisessa,38
ortopedinen,ortopedisessa,38
osaaminen,osaamisessa,38
-osainen,-osaisessa,38
osakas,osakkaassa,41
osake,osakkeessa,48
osakesäästäminen,osakesäästämisessä,38
osallinen,osallisessa,38
osanen,osasessa,38
osasto,osastossa,2
osittainen,osittaisessa,38
osittelu,osittelussa,2
osmoottinen,osmoottisessa,38
osoite,osoitteessa,48
osoittelu,osoittelussa,2
ostelu,ostelussa,2
ote,otteessa,48
otollinen,otollisessa,38
-otsainen,-otsaisessa,38
otsake,otsakkeessa,48
ottamo,ottamossa,2
-otteinen,-otteisessa,38
ottelu,ottelussa,2
ovariaalinen,ovariaalisessa,38
